"","rok","strata","linia"
"182",2010,33773.59,"Buss_Distr"
"183",2010,12303.68,"Buss_Distr"
"184",2010,18301.19,"Buss_Distr"
"185",2010,3071.96,"Buss_Distr"
"186",2010,27687.22,"Buss_Distr"
"187",2011,3457.36,"Buss_Distr"
"188",2011,19371,"Buss_Distr"
"189",2011,78302.85,"Buss_Distr"
"190",2011,51673.34,"Buss_Distr"
"191",2011,31726.98,"Buss_Distr"
"192",2011,1407.69,"Buss_Distr"
"193",2012,27573.56,"Buss_Distr"
"194",2012,14879.07,"Buss_Distr"
"195",2012,26243.17,"Buss_Distr"
"196",2012,5564.15,"Buss_Distr"
"197",2012,21737.39,"Buss_Distr"
"198",2012,26494.46,"Buss_Distr"
"199",2012,45143.45,"Buss_Distr"
"200",2012,106097.24,"Buss_Distr"
"201",2012,54877.89,"Buss_Distr"
"202",2012,32611.08,"Buss_Distr"
"203",2012,106044.04,"Buss_Distr"
"204",2012,6606.07,"Buss_Distr"
"205",2013,6940.11,"Buss_Distr"
"206",2013,33373.65,"Buss_Distr"
"207",2013,11842.46,"Buss_Distr"
"208",2013,35159.03,"Buss_Distr"
"209",2013,44831.02,"Buss_Distr"
"210",2013,12985.53,"Buss_Distr"
"211",2013,25053.83,"Buss_Distr"
"212",2014,29781.43,"Buss_Distr"
"213",2014,52981.81,"Buss_Distr"
"214",2014,5509.39,"Buss_Distr"
"215",2014,2358.37,"Buss_Distr"
"216",2014,13939.75,"Buss_Distr"
"217",2014,67806.16,"Buss_Distr"
"218",2014,17454.14,"Buss_Distr"
"219",2015,78147.04,"Buss_Distr"
"220",2015,64714.75,"Buss_Distr"
"221",2015,76019.82,"Buss_Distr"
"222",2015,76253.6,"Buss_Distr"
"223",2015,45644.6,"Buss_Distr"
"224",2015,22235.81,"Buss_Distr"
"225",2015,62987.74,"Buss_Distr"
"226",2015,3159.99,"Buss_Distr"
"227",2016,27018.59,"Buss_Distr"
"228",2016,27501.9,"Buss_Distr"
"229",2016,11077.09,"Buss_Distr"
"230",2016,9765.87,"Buss_Distr"
"231",2016,4115.16,"Buss_Distr"
"232",2016,20073.26,"Buss_Distr"
"233",2016,8933.51,"Buss_Distr"
"234",2016,4644.03,"Buss_Distr"
"235",2016,48264.65,"Buss_Distr"
"236",2017,33159.38,"Buss_Distr"
"237",2017,1767.81,"Buss_Distr"
"238",2017,70723.3,"Buss_Distr"
"239",2017,1109.9,"Buss_Distr"
"240",2017,17870.13,"Buss_Distr"
"241",2017,6525.88,"Buss_Distr"
"242",2017,22139.29,"Buss_Distr"
"243",2017,52170.59,"Buss_Distr"
"244",2017,2941.64,"Buss_Distr"
"245",2018,1676.14,"Buss_Distr"
"246",2018,68221.94,"Buss_Distr"
"247",2018,18493.42,"Buss_Distr"
"248",2018,41277.17,"Buss_Distr"
"249",2018,65449.51,"Buss_Distr"
"250",2018,91414.07,"Buss_Distr"
"251",2018,15257.78,"Buss_Distr"
"252",2019,65718.99,"Buss_Distr"
"253",2019,38731.72,"Buss_Distr"
"254",2019,62.3,"Buss_Distr"
"255",2019,79116.17,"Buss_Distr"
"256",2019,7916.66,"Buss_Distr"
"257",2019,68002.12,"Buss_Distr"
"258",2019,19156.8,"Buss_Distr"
"259",2020,24798.96,"Buss_Distr"
"260",2020,18772.08,"Buss_Distr"
"261",2020,75858.35,"Buss_Distr"
"262",2020,46356.27,"Buss_Distr"
"263",2020,33244.43,"Buss_Distr"
"264",2020,1483.64,"Buss_Distr"
"265",2020,10288.89,"Buss_Distr"
"266",2020,21702.14,"Buss_Distr"
"267",2020,55508.56,"Buss_Distr"
"268",2021,49870.84,"Buss_Distr"
"269",2021,10701.75,"Buss_Distr"
"270",2021,89977.89,"Buss_Distr"
"271",2021,3907.65,"Buss_Distr"
"272",2021,594,"Buss_Distr"
"273",2021,77.13,"Buss_Distr"
"274",2021,15120.49,"Buss_Distr"
"275",2021,14373.38,"Buss_Distr"
"276",2021,27120.07,"Buss_Distr"
"277",2021,17711.62,"Buss_Distr"
"278",2021,65063.9,"Buss_Distr"
"279",2021,20802.46,"Buss_Distr"
"280",2021,13285.09,"Buss_Distr"
"281",2021,1824.03,"Buss_Distr"
"282",2021,23098.75,"Buss_Distr"
"283",2021,15672.36,"Buss_Distr"
"284",2021,47114.86,"Buss_Distr"
"285",2021,15136.84,"Buss_Distr"
"286",2021,36122.61,"Buss_Distr"
"287",2022,10266.21,"Buss_Distr"
"288",2022,28877.93,"Buss_Distr"
"289",2022,18863.78,"Buss_Distr"
"290",2022,9824.88,"Buss_Distr"
"291",2022,9218.44,"Buss_Distr"
"292",2022,11483.95,"Buss_Distr"
"293",2022,6314.4,"Buss_Distr"
"294",2022,29663.95,"Buss_Distr"
"295",2022,4749.08,"Buss_Distr"
"296",2023,33117.81,"Buss_Distr"
"297",2023,33567.79,"Buss_Distr"
"298",2023,83603.27,"Buss_Distr"
"299",1989,97918.1,"Com_Ban"
"300",1989,19558.19,"Com_Ban"
"301",1989,20440.3,"Com_Ban"
"302",1989,232639.6,"Com_Ban"
"303",1989,26958.78,"Com_Ban"
"304",1989,40469.28,"Com_Ban"
"305",1989,91938.73,"Com_Ban"
"306",1989,7652.37,"Com_Ban"
"307",1989,6432.84,"Com_Ban"
"308",1989,17962.94,"Com_Ban"
"309",1989,1407.37,"Com_Ban"
"310",1989,8718.26,"Com_Ban"
"311",1989,27814.28,"Com_Ban"
"312",1989,12862.73,"Com_Ban"
"313",1989,17689.93,"Com_Ban"
"314",1989,87590.41,"Com_Ban"
"315",1990,28330.68,"Com_Ban"
"316",1990,38640.35,"Com_Ban"
"317",1990,22776.34,"Com_Ban"
"318",1990,197482.48,"Com_Ban"
"319",1990,46860.52,"Com_Ban"
"320",1990,7340.76,"Com_Ban"
"321",1990,12358.03,"Com_Ban"
"322",1990,9714.5,"Com_Ban"
"323",1990,40283.88,"Com_Ban"
"324",1990,133899.29,"Com_Ban"
"325",1990,7743.77,"Com_Ban"
"326",1990,62176.57,"Com_Ban"
"327",1990,14074.46,"Com_Ban"
"328",1990,74398.63,"Com_Ban"
"329",1990,6037.57,"Com_Ban"
"330",1990,75747.33,"Com_Ban"
"331",1990,50022.99,"Com_Ban"
"332",1990,74551.66,"Com_Ban"
"333",1990,40076.16,"Com_Ban"
"334",1990,61695.03,"Com_Ban"
"335",1991,41845.78,"Com_Ban"
"336",1991,13717.8,"Com_Ban"
"337",1991,49784.58,"Com_Ban"
"338",1991,17106.45,"Com_Ban"
"339",1991,21925.07,"Com_Ban"
"340",1991,29277.5,"Com_Ban"
"341",1991,215997.83,"Com_Ban"
"342",1991,15790.4,"Com_Ban"
"343",1991,12042.38,"Com_Ban"
"344",1991,110278.29,"Com_Ban"
"345",1991,42513.42,"Com_Ban"
"346",1991,19655.65,"Com_Ban"
"347",1991,37645.77,"Com_Ban"
"348",1991,71860.53,"Com_Ban"
"349",1991,14751.83,"Com_Ban"
"350",1991,30753.82,"Com_Ban"
"351",1991,34159.58,"Com_Ban"
"352",1991,39256.55,"Com_Ban"
"353",1991,9457.62,"Com_Ban"
"354",1991,156046.85,"Com_Ban"
"355",1991,29245.21,"Com_Ban"
"356",1991,80272.47,"Com_Ban"
"357",1991,14586.48,"Com_Ban"
"358",1991,176821.91,"Com_Ban"
"359",1991,29277.69,"Com_Ban"
"360",1992,15652.46,"Com_Ban"
"361",1992,67985.93,"Com_Ban"
"362",1992,16412.5,"Com_Ban"
"363",1992,20075.57,"Com_Ban"
"364",1992,11406.96,"Com_Ban"
"365",1992,12267.78,"Com_Ban"
"366",1992,17889.35,"Com_Ban"
"367",1992,45501.68,"Com_Ban"
"368",1992,23775.43,"Com_Ban"
"369",1992,11165.15,"Com_Ban"
"370",1992,35639.82,"Com_Ban"
"371",1992,46999.18,"Com_Ban"
"372",1992,26291.97,"Com_Ban"
"373",1992,89894.87,"Com_Ban"
"374",1992,27610.55,"Com_Ban"
"375",1992,35134.33,"Com_Ban"
"376",1992,33968.52,"Com_Ban"
"377",1992,5472.94,"Com_Ban"
"378",1992,16931.85,"Com_Ban"
"379",1992,30266.26,"Com_Ban"
"380",1992,5637.38,"Com_Ban"
"381",1992,24726.44,"Com_Ban"
"382",1992,112063.37,"Com_Ban"
"383",1992,26587.1,"Com_Ban"
"384",1993,99813.4,"Com_Ban"
"385",1993,83236.05,"Com_Ban"
"386",1993,5547.96,"Com_Ban"
"387",1993,279246.9,"Com_Ban"
"388",1993,8251.59,"Com_Ban"
"389",1993,58273.76,"Com_Ban"
"390",1993,9594.3,"Com_Ban"
"391",1993,44171,"Com_Ban"
"392",1993,38996.37,"Com_Ban"
"393",1993,18170.25,"Com_Ban"
"394",1993,30295.4,"Com_Ban"
"395",1993,12557.19,"Com_Ban"
"396",1993,4937.5,"Com_Ban"
"397",1993,19464.95,"Com_Ban"
"398",1993,47323.37,"Com_Ban"
"399",1993,10862.54,"Com_Ban"
"400",1993,11492.67,"Com_Ban"
"401",1993,72756.79,"Com_Ban"
"402",1993,51184.29,"Com_Ban"
"403",1993,49722.54,"Com_Ban"
"404",1994,15632.07,"Com_Ban"
"405",1994,13756.64,"Com_Ban"
"406",1994,20556.54,"Com_Ban"
"407",1994,36804.28,"Com_Ban"
"408",1994,3758.64,"Com_Ban"
"409",1994,227692.76,"Com_Ban"
"410",1994,22363.9,"Com_Ban"
"411",1994,8953.18,"Com_Ban"
"412",1994,13316.05,"Com_Ban"
"413",1994,86709.18,"Com_Ban"
"414",1994,21106.03,"Com_Ban"
"415",1994,10075.94,"Com_Ban"
"416",1994,103440.4,"Com_Ban"
"417",1994,16304.24,"Com_Ban"
"418",1994,52047.85,"Com_Ban"
"419",1994,34600.71,"Com_Ban"
"420",1994,51097.36,"Com_Ban"
"421",1994,2567.58,"Com_Ban"
"422",1994,24974.25,"Com_Ban"
"423",1994,31700.83,"Com_Ban"
"424",1994,18463.89,"Com_Ban"
"425",1995,33599.48,"Com_Ban"
"426",1995,3852.68,"Com_Ban"
"427",1995,35498.39,"Com_Ban"
"428",1995,4161.52,"Com_Ban"
"429",1995,25328.55,"Com_Ban"
"430",1995,13996.08,"Com_Ban"
"431",1995,57359.47,"Com_Ban"
"432",1995,22548.24,"Com_Ban"
"433",1995,11289.03,"Com_Ban"
"434",1995,43189.91,"Com_Ban"
"435",1995,24743.38,"Com_Ban"
"436",1995,24989.29,"Com_Ban"
"437",1995,41260.53,"Com_Ban"
"438",1995,34423.34,"Com_Ban"
"439",1995,128021.17,"Com_Ban"
"440",1995,16939.41,"Com_Ban"
"441",1995,74524.81,"Com_Ban"
"442",1995,12592.96,"Com_Ban"
"443",1996,30909.79,"Com_Ban"
"444",1996,5397.34,"Com_Ban"
"445",1996,61118.71,"Com_Ban"
"446",1996,42251.86,"Com_Ban"
"447",1996,15847.42,"Com_Ban"
"448",1996,13501.45,"Com_Ban"
"449",1996,48806.42,"Com_Ban"
"450",1996,15137.6,"Com_Ban"
"451",1996,9947.41,"Com_Ban"
"452",1997,20574.26,"Com_Ban"
"453",1997,3364.1,"Com_Ban"
"454",1997,16303.75,"Com_Ban"
"455",1997,4549.76,"Com_Ban"
"456",1997,13855.74,"Com_Ban"
"457",1997,9825.33,"Com_Ban"
"458",1997,62086.15,"Com_Ban"
"459",1997,17401.32,"Com_Ban"
"460",1997,16997.32,"Com_Ban"
"461",1997,13086.46,"Com_Ban"
"462",1997,21128.41,"Com_Ban"
"463",1997,41547.99,"Com_Ban"
"464",1997,8080.88,"Com_Ban"
"465",1997,13256.8,"Com_Ban"
"466",1997,13507.34,"Com_Ban"
"467",1997,35140.14,"Com_Ban"
"468",1997,41224.54,"Com_Ban"
"469",1997,2026.65,"Com_Ban"
"470",1997,17765.48,"Com_Ban"
"471",1997,49640.89,"Com_Ban"
"472",1997,13933.4,"Com_Ban"
"473",1997,15407.48,"Com_Ban"
"474",1998,75468.89,"Com_Ban"
"475",1998,4543.08,"Com_Ban"
"476",1998,32305.37,"Com_Ban"
"477",1998,77556.31,"Com_Ban"
"478",1998,10113.68,"Com_Ban"
"479",1998,16304.4,"Com_Ban"
"480",1998,8941.18,"Com_Ban"
"481",1998,130533.41,"Com_Ban"
"482",1998,55742.79,"Com_Ban"
"483",1998,48629.47,"Com_Ban"
"484",1998,43908.26,"Com_Ban"
"485",1998,188343.88,"Com_Ban"
"486",1998,11785.45,"Com_Ban"
"487",1998,21561.78,"Com_Ban"
"488",1998,8059.12,"Com_Ban"
"489",1998,100259.39,"Com_Ban"
"490",1998,4739.86,"Com_Ban"
"491",1998,12577.65,"Com_Ban"
"492",1998,38604.54,"Com_Ban"
"493",1998,16264.89,"Com_Ban"
"494",1998,65297.73,"Com_Ban"
"495",1999,8089.74,"Com_Ban"
"496",1999,7172.15,"Com_Ban"
"497",1999,125823.72,"Com_Ban"
"498",1999,2824.48,"Com_Ban"
"499",1999,6399.5,"Com_Ban"
"500",1999,17485.68,"Com_Ban"
"501",1999,63486.04,"Com_Ban"
"502",1999,13748.65,"Com_Ban"
"503",1999,3200.82,"Com_Ban"
"504",1999,50556.7,"Com_Ban"
"505",1999,25005.56,"Com_Ban"
"506",1999,17429.86,"Com_Ban"
"507",1999,37867.27,"Com_Ban"
"508",1999,12160.44,"Com_Ban"
"509",1999,21820.36,"Com_Ban"
"510",1999,45788.5,"Com_Ban"
"511",1999,104977.9,"Com_Ban"
"512",1999,27409.76,"Com_Ban"
"513",1999,50767.19,"Com_Ban"
"514",1999,18860.17,"Com_Ban"
"515",1999,14257.15,"Com_Ban"
"516",1999,39888.13,"Com_Ban"
"517",1999,9169.99,"Com_Ban"
"518",1999,57359.69,"Com_Ban"
"519",1999,59563.2,"Com_Ban"
"520",1999,31100.84,"Com_Ban"
"521",2000,23733.18,"Com_Ban"
"522",2000,51201.82,"Com_Ban"
"523",2000,10424.78,"Com_Ban"
"524",2000,15522.82,"Com_Ban"
"525",2000,20941.14,"Com_Ban"
"526",2000,24561.05,"Com_Ban"
"527",2000,27484.24,"Com_Ban"
"528",2000,22360.5,"Com_Ban"
"529",2000,182080.33,"Com_Ban"
"530",2000,36673.74,"Com_Ban"
"531",2000,21490.72,"Com_Ban"
"532",2000,39882.09,"Com_Ban"
"533",2000,21679.22,"Com_Ban"
"534",2000,55699.75,"Com_Ban"
"535",2000,143419.08,"Com_Ban"
"536",2000,3972.16,"Com_Ban"
"537",2000,7540.82,"Com_Ban"
"538",2000,55429.58,"Com_Ban"
"539",2000,23978.22,"Com_Ban"
"540",2000,12222.1,"Com_Ban"
"541",2000,20962.55,"Com_Ban"
"542",2000,40694.37,"Com_Ban"
"543",2000,16402.6,"Com_Ban"
"544",2000,25238.18,"Com_Ban"
"545",2000,6805.2,"Com_Ban"
"546",2000,27472.19,"Com_Ban"
"547",2000,89543.8,"Com_Ban"
"548",2000,36503.08,"Com_Ban"
"549",2000,89255.01,"Com_Ban"
"550",2000,20615.52,"Com_Ban"
"551",2000,25573.2,"Com_Ban"
"552",2000,76660.24,"Com_Ban"
"553",2000,46978.93,"Com_Ban"
"554",2000,87821.45,"Com_Ban"
"555",2001,24985.52,"Com_Ban"
"556",2001,5416.51,"Com_Ban"
"557",2001,103683.21,"Com_Ban"
"558",2001,23261.4,"Com_Ban"
"559",2001,24593.81,"Com_Ban"
"560",2001,11410.36,"Com_Ban"
"561",2001,5713.33,"Com_Ban"
"562",2001,77887.85,"Com_Ban"
"563",2001,12001.04,"Com_Ban"
"564",2001,9723.81,"Com_Ban"
"565",2001,10897.57,"Com_Ban"
"566",2001,27834.77,"Com_Ban"
"567",2001,101500.65,"Com_Ban"
"568",2001,18543.11,"Com_Ban"
"569",2001,33630.39,"Com_Ban"
"570",2001,8709.77,"Com_Ban"
"571",2001,43777.81,"Com_Ban"
"572",2001,16999.67,"Com_Ban"
"573",2001,188506.37,"Com_Ban"
"574",2001,8561.25,"Com_Ban"
"575",2001,63294.04,"Com_Ban"
"576",2001,53237.62,"Com_Ban"
"577",2001,22052.49,"Com_Ban"
"578",2001,44453.5,"Com_Ban"
"579",2001,25091.19,"Com_Ban"
"580",2001,20000.62,"Com_Ban"
"581",2001,83641.85,"Com_Ban"
"582",2001,31922.62,"Com_Ban"
"583",2002,34010.51,"Com_Ban"
"584",2002,9089.1,"Com_Ban"
"585",2002,8198.17,"Com_Ban"
"586",2002,38863.37,"Com_Ban"
"587",2002,16466.65,"Com_Ban"
"588",2002,9094.26,"Com_Ban"
"589",2002,60567.2,"Com_Ban"
"590",2002,58211.41,"Com_Ban"
"591",2002,30530.83,"Com_Ban"
"592",2002,17499.9,"Com_Ban"
"593",2002,13620.15,"Com_Ban"
"594",2002,22850.36,"Com_Ban"
"595",2002,44578.28,"Com_Ban"
"596",2002,64051.88,"Com_Ban"
"597",2002,48069.84,"Com_Ban"
"598",2002,27085.45,"Com_Ban"
"599",2002,19263.96,"Com_Ban"
"600",2002,3355.21,"Com_Ban"
"601",2002,72286.77,"Com_Ban"
"602",2002,9521.77,"Com_Ban"
"603",2003,4775.51,"Com_Ban"
"604",2003,16519.87,"Com_Ban"
"605",2003,9698.27,"Com_Ban"
"606",2003,3436.35,"Com_Ban"
"607",2003,9899.35,"Com_Ban"
"608",2003,11396.38,"Com_Ban"
"609",2003,14687.07,"Com_Ban"
"610",2003,47498.03,"Com_Ban"
"611",2003,8648.59,"Com_Ban"
"612",2003,172762.35,"Com_Ban"
"613",2003,4063.6,"Com_Ban"
"614",2003,55739.42,"Com_Ban"
"615",2003,18339.92,"Com_Ban"
"616",2003,32608.3,"Com_Ban"
"617",2003,51454.71,"Com_Ban"
"618",2003,5230.5,"Com_Ban"
"619",2003,26143.25,"Com_Ban"
"620",2003,74379.6,"Com_Ban"
"621",2003,28173.69,"Com_Ban"
"622",2003,61972.94,"Com_Ban"
"623",2003,213323.75,"Com_Ban"
"624",2003,31021.6,"Com_Ban"
"625",2003,13626.57,"Com_Ban"
"626",2003,10690.86,"Com_Ban"
"627",2003,6421.27,"Com_Ban"
"628",2003,12253.43,"Com_Ban"
"629",2003,96227.58,"Com_Ban"
"630",2003,225027.77,"Com_Ban"
"631",2003,12647.95,"Com_Ban"
"632",2003,14655.26,"Com_Ban"
"633",2003,55710.64,"Com_Ban"
"634",2004,14747.71,"Com_Ban"
"635",2004,16489.92,"Com_Ban"
"636",2004,11189.69,"Com_Ban"
"637",2004,21603.42,"Com_Ban"
"638",2004,284117.03,"Com_Ban"
"639",2004,42799.85,"Com_Ban"
"640",2004,9456.31,"Com_Ban"
"641",2004,3241.2,"Com_Ban"
"642",2004,71376.29,"Com_Ban"
"643",2004,87611.07,"Com_Ban"
"644",2004,14775.41,"Com_Ban"
"645",2004,21424.24,"Com_Ban"
"646",2004,8947.96,"Com_Ban"
"647",2005,25556.89,"Com_Ban"
"648",2005,20469.81,"Com_Ban"
"649",2005,4253.99,"Com_Ban"
"650",2005,33703.41,"Com_Ban"
"651",2005,50620.36,"Com_Ban"
"652",2005,10336.81,"Com_Ban"
"653",2005,84764.6,"Com_Ban"
"654",2005,63148.59,"Com_Ban"
"655",2005,7115.48,"Com_Ban"
"656",2005,37966.93,"Com_Ban"
"657",2005,12370.31,"Com_Ban"
"658",2005,50939.7,"Com_Ban"
"659",2005,8310.8,"Com_Ban"
"660",2005,16510.81,"Com_Ban"
"661",2005,7796.08,"Com_Ban"
"662",2005,32313.68,"Com_Ban"
"663",2005,24808.31,"Com_Ban"
"664",2005,12405.07,"Com_Ban"
"665",2005,3442.66,"Com_Ban"
"666",2005,2996.73,"Com_Ban"
"667",2005,71966.06,"Com_Ban"
"668",2005,50892.53,"Com_Ban"
"669",2005,173126.6,"Com_Ban"
"670",2005,20682.6,"Com_Ban"
"671",2005,22503.34,"Com_Ban"
"672",2005,14812.12,"Com_Ban"
"673",2005,20155.75,"Com_Ban"
"674",2006,22482.24,"Com_Ban"
"675",2006,8513.48,"Com_Ban"
"676",2006,37931.86,"Com_Ban"
"677",2006,66973.89,"Com_Ban"
"678",2006,11527.65,"Com_Ban"
"679",2006,19653.53,"Com_Ban"
"680",2006,100959.05,"Com_Ban"
"681",2006,12102.12,"Com_Ban"
"682",2006,27654.68,"Com_Ban"
"683",2006,35673.68,"Com_Ban"
"684",2006,55886.47,"Com_Ban"
